
mm/dd,2022:LWG:gaspct (%),2021:LWG:gaspct (%),2020:LWG:gaspct (%),2019:LWG:gaspct (%),2018:LWG:gaspct (%),2017:LWG:gaspct (%),2016:LWG:gaspct (%),2015:LWG:gaspct (%),2014:LWG:gaspct (%),2013:LWG:gaspct (%),2012:LWG:gaspct (%),2011:LWG:gaspct (%),2010:LWG:gaspct (%),2009:LWG:gaspct (%),2008:LWG:gaspct (%),2007:LWG:gaspct (%),2006:LWG:gaspct (%),2005:LWG:gaspct (%),2004:LWG:gaspct (%),2003:LWG:gaspct (%),2002:LWG:gaspct (%),2001:LWG:gaspct (%),2000:LWG:gaspct (%),1999:LWG:gaspct (%),1998:LWG:gaspct (%),2022:LWG:outflow (kcfs),2021:LWG:outflow (kcfs),2020:LWG:outflow (kcfs),2019:LWG:outflow (kcfs),2018:LWG:outflow (kcfs),2017:LWG:outflow (kcfs),2016:LWG:outflow (kcfs),2015:LWG:outflow (kcfs),2014:LWG:outflow (kcfs),2013:LWG:outflow (kcfs),2012:LWG:outflow (kcfs),2011:LWG:outflow (kcfs),2010:LWG:outflow (kcfs),2009:LWG:outflow (kcfs),2008:LWG:outflow (kcfs),2007:LWG:outflow (kcfs),2006:LWG:outflow (kcfs),2005:LWG:outflow (kcfs),2004:LWG:outflow (kcfs),2003:LWG:outflow (kcfs),2002:LWG:outflow (kcfs),2001:LWG:outflow (kcfs),2000:LWG:outflow (kcfs),1999:LWG:outflow (kcfs),1998:LWG:outflow (kcfs),2022:LWG:spillpct (%),2021:LWG:spillpct (%),2020:LWG:spillpct (%),2019:LWG:spillpct (%),2018:LWG:spillpct (%),2017:LWG:spillpct (%),2016:LWG:spillpct (%),2015:LWG:spillpct (%),2014:LWG:spillpct (%),2013:LWG:spillpct (%),2012:LWG:spillpct (%),2011:LWG:spillpct (%),2010:LWG:spillpct (%),2009:LWG:spillpct (%),2008:LWG:spillpct (%),2007:LWG:spillpct (%),2006:LWG:spillpct (%),2005:LWG:spillpct (%),2004:LWG:spillpct (%),2003:LWG:spillpct (%),2002:LWG:spillpct (%),2001:LWG:spillpct (%),2000:LWG:spillpct (%),1999:LWG:spillpct (%),1998:LWG:spillpct (%),2022:LWG:tempc (C),2021:LWG:tempc (C),2020:LWG:tempc (C),2019:LWG:tempc (C),2018:LWG:tempc (C),2017:LWG:tempc (C),2016:LWG:tempc (C),2015:LWG:tempc (C),2014:LWG:tempc (C),2013:LWG:tempc (C),2012:LWG:tempc (C),2011:LWG:tempc (C),2010:LWG:tempc (C),2009:LWG:tempc (C),2008:LWG:tempc (C),2007:LWG:tempc (C),2006:LWG:tempc (C),2005:LWG:tempc (C),2004:LWG:tempc (C),2003:LWG:tempc (C),2002:LWG:tempc (C),2001:LWG:tempc (C),2000:LWG:tempc (C),1999:LWG:tempc (C),1998:LWG:tempc (C)
7/17,102.410,101.198,102.052,102.278,105.421,103.382,102.726,101.818,104.027,102.364,102.116,103.733,100.934,101.890,101.120,103.157,101.293,108.233,108.831,103.402,108.447,103.301,109.424,101.096,107.636,40.029,22.625,45.567,37.213,42.225,48.738,30.558,30.196,41.692,30.417,45.688,83.879,47.863,47.354,49.033,31.342,38.567,36.479,35.663,32.117,36.638,28.463,42.129,51.967,55.825,44.842,30.663,41.057,50.487,42.096,37.121,58.058,38.899,44.393,60.260,41.395,22.110,39.001,39.454,37.661,56.448,46.899,66.568,0.000,0.000,0.000,0.000,0.000,0.000,10.009,18.866,18.842,18.217,19.340,19.773,20.380,17.963,18.459,19.024,18.538,19.490,16.837,17.939,18.355,17.953,18.958,19.405,20.316,21.088,20.412,21.036,21.822,20.652,19.883,21.496
7/18,102.538,101.408,102.183,101.708,104.164,102.565,103.558,101.930,103.047,103.029,102.246,103.085,102.462,103.183,100.514,102.909,101.736,109.515,108.190,105.973,105.954,102.083,105.932,101.732,104.931,38.363,20.738,45.050,39.663,37.558,43.400,31.371,30.967,39.717,30.321,44.900,81.454,43.746,48.379,47.200,30.325,42.367,32.904,34.467,32.375,36.196,25.800,38.721,54.721,54.933,46.888,33.514,41.639,46.517,47.404,41.715,56.050,39.747,46.538,60.258,44.117,22.748,42.652,38.886,39.239,57.172,42.693,53.476,0.000,0.000,0.000,0.000,0.000,0.000,3.383,18.849,19.069,18.396,19.153,19.383,20.164,18.488,19.134,19.140,18.293,19.038,17.032,18.024,18.873,17.973,18.911,19.558,20.954,22.418,21.520,20.670,21.537,19.835,20.179,20.513
7/19,103.568,101.492,102.797,101.302,102.909,102.102,101.823,102.009,102.776,102.727,102.871,102.977,102.243,102.305,100.419,101.702,102.137,108.075,106.307,106.883,106.282,103.165,106.363,103.982,105.399,36.288,24.058,44.779,36.967,36.788,47.929,35.242,31.125,36.325,29.404,44.033,80.050,43.679,50.846,47.063,28.746,39.058,37.763,32.083,31.483,32.542,27.113,37.663,52.667,54.475,49.455,32.906,41.556,49.865,48.318,37.912,50.319,40.321,50.906,58.991,41.370,23.074,42.612,36.868,38.991,56.834,45.882,67.748,0.000,0.000,0.000,0.000,0.000,1.250,0.000,19.355,19.077,18.669,19.198,19.073,19.965,18.430,19.172,19.502,18.474,18.740,17.300,18.272,19.036,18.265,18.684,19.626,20.705,21.951,21.921,20.820,21.507,20.088,20.508,20.763
7/20,103.304,100.994,102.997,100.939,102.885,102.346,101.368,101.350,102.466,102.859,102.476,102.908,102.552,101.926,100.677,102.126,102.046,106.586,106.033,104.794,106.534,102.669,106.164,104.895,106.610,36.475,21.267,46.000,35.233,34.546,46.754,34.933,29.313,38.608,31.317,41.358,72.479,45.321,45.883,47.333,30.500,37.588,37.158,36.013,30.408,30.979,27.258,39.121,54.346,56.275,49.155,39.126,40.525,52.389,51.164,38.686,50.847,36.091,47.917,58.356,48.449,25.622,41.353,40.983,39.005,58.388,47.678,54.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.490,18.977,18.975,19.076,19.053,19.761,18.633,18.693,19.605,19.005,18.841,17.665,18.512,19.335,18.356,19.061,19.705,20.734,21.833,20.958,21.275,21.343,19.809,20.408,21.279
7/21,102.820,100.665,102.729,100.821,102.838,103.036,101.838,101.670,100.652,102.661,102.353,103.060,102.925,102.754,100.681,101.375,101.673,107.424,104.597,106.038,107.509,102.577,110.274,107.343,107.427,38.371,19.717,45.283,34.317,32.263,43.567,33.029,29.838,37.446,27.217,44.638,75.867,44.854,45.121,44.900,29.608,42.667,38.192,32.558,31.854,32.508,27.096,38.438,51.425,53.692,46.292,35.461,41.121,53.910,54.772,41.488,54.144,37.355,49.783,55.205,50.658,24.522,41.746,41.490,40.934,57.121,40.771,65.743,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.487,18.614,19.016,18.892,19.058,19.943,18.526,18.531,19.235,19.049,19.242,17.888,18.483,19.707,18.373,18.987,19.604,21.578,20.863,21.434,21.776,21.468,21.460,21.158,21.992
7/22,101.874,100.862,102.974,101.097,103.359,102.674,101.290,102.451,100.596,102.012,102.362,102.564,102.517,102.363,100.535,100.801,101.573,106.876,109.258,108.150,109.505,104.326,108.460,106.813,106.576,38.321,19.975,43.242,34.854,30.563,42.096,33.463,32.013,33.283,26.942,39.508,71.458,43.058,43.221,42.996,26.925,38.263,33.821,35.621,34.367,30.763,26.042,36.504,51.738,53.275,46.928,36.567,43.149,53.030,58.037,42.868,53.406,42.171,55.984,49.211,53.069,25.831,43.478,43.353,43.182,53.389,42.982,64.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.332,19.710,19.035,18.688,19.665,19.918,18.395,18.522,19.099,19.036,19.823,17.875,18.323,19.638,18.371,19.244,19.521,21.305,21.852,22.526,22.876,21.791,21.384,20.838,21.933
7/23,101.656,100.236,102.974,101.908,103.070,103.051,101.332,103.208,101.472,101.795,100.735,103.211,102.197,102.426,100.766,100.661,102.330,104.615,112.306,108.524,109.071,104.967,104.831,105.711,106.953,37.608,21.038,41.917,40.142,32.371,39.275,30.917,31.521,33.567,27.363,38.300,70.779,37.979,40.246,42.267,27.871,39.750,35.188,34.546,33.008,31.425,26.308,36.450,51.571,55.454,49.224,40.008,44.523,46.035,54.898,46.223,57.332,40.820,55.685,52.657,50.076,26.079,49.095,46.340,43.789,55.225,41.300,65.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.116,19.196,18.874,18.293,19.957,19.898,18.470,18.968,19.245,19.041,19.978,18.018,18.368,19.561,18.436,18.872,19.406,20.673,22.811,22.955,23.718,21.810,20.522,20.071,21.829
7/24,101.957,100.279,102.972,101.813,102.348,102.755,102.484,102.492,101.406,101.637,100.435,102.913,102.840,102.083,101.477,100.172,103.682,104.123,112.269,106.764,107.220,101.694,108.016,103.702,105.773,34.300,18.267,40.167,35.542,33.954,39.988,30.475,30.529,34.888,27.913,37.554,69.442,38.558,41.321,44.679,27.392,39.275,29.821,33.171,32.017,31.925,31.233,35.246,48.483,52.963,53.924,31.797,46.131,51.817,48.681,45.379,58.709,38.256,53.720,58.994,49.040,26.533,48.271,45.145,41.248,54.046,41.958,59.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.235,19.345,18.870,17.975,19.945,19.824,18.792,18.951,19.054,18.904,19.878,18.050,18.600,19.478,18.348,18.452,19.475,20.327,24.238,22.073,24.377,21.057,21.135,19.346,20.883
7/25,101.671,100.960,102.826,102.657,101.010,102.439,102.942,102.092,101.410,101.653,101.429,102.989,103.206,102.144,101.126,100.395,104.105,103.493,109.589,105.987,107.029,101.035,107.907,103.075,106.057,37.471,20.713,43.708,33.625,33.992,41.583,32.938,27.467,31.821,26.933,37.608,62.379,39.546,36.688,44.988,26.963,37.225,28.250,31.279,29.042,31.129,30.829,37.367,47.983,52.613,49.861,32.669,42.383,54.857,45.036,43.577,54.687,31.948,58.780,51.083,49.812,29.998,47.498,50.687,41.021,53.469,44.314,56.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.893,19.640,19.263,18.340,19.408,19.714,19.070,18.898,19.095,18.896,19.657,18.108,18.597,19.503,18.136,19.039,19.567,20.069,23.030,22.063,23.924,20.892,21.076,19.500,20.350
7/26,102.209,100.872,102.039,103.480,101.243,104.044,102.046,101.840,101.366,101.555,102.128,102.925,103.071,102.057,100.838,100.860,104.158,106.309,104.071,105.955,104.835,103.108,103.406,105.619,110.547,35.608,19.000,39.738,34.171,33.113,41.583,33.075,25.567,32.883,27.046,39.550,62.508,38.504,40.679,42.713,26.813,33.517,32.742,32.558,27.271,29.950,32.517,37.929,47.792,51.313,51.346,33.202,46.828,53.969,52.158,43.667,54.182,26.988,56.779,54.106,46.797,30.209,48.609,45.929,42.776,53.939,49.142,63.082,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.044,19.719,19.325,19.097,19.254,19.839,18.943,18.824,19.328,18.858,19.427,18.201,18.550,19.434,17.673,19.355,19.800,20.988,21.285,22.451,21.776,21.409,20.122,20.146,22.425
7/27,102.855,100.365,102.045,102.337,103.324,104.513,101.150,101.225,101.334,101.670,102.046,102.883,102.169,101.664,102.430,101.708,105.269,108.257,104.450,106.760,103.474,103.117,103.462,106.619,109.998,35.317,21.200,39.583,34.433,34.708,37.992,30.717,28.829,33.850,24.879,40.646,55.125,39.863,38.246,41.063,29.133,32.850,26.913,28.504,29.363,26.925,29.542,36.746,46.458,53.375,52.065,40.822,46.800,53.703,49.832,47.653,58.139,35.005,55.145,38.520,47.545,33.946,46.796,48.949,44.465,57.795,51.573,56.325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.028,20.077,19.438,19.279,19.777,19.799,18.437,18.939,19.617,18.592,19.111,18.569,18.313,19.289,17.775,18.935,20.139,21.771,21.247,23.888,21.067,21.764,20.194,20.458,22.329
7/28,103.712,99.583,101.251,100.863,103.186,104.056,102.213,100.702,100.639,102.067,101.854,102.768,102.926,102.479,103.169,102.003,103.990,109.078,107.684,106.852,103.001,101.441,107.953,105.473,108.345,35.804,24.396,40.783,31.108,34.221,40.838,30.608,27.429,35.883,25.554,37.717,57.950,40.342,40.100,42.533,28.525,32.008,30.908,27.125,28.508,29.417,27.050,36.408,45.996,53.579,51.484,48.608,45.260,59.001,50.603,44.424,58.658,32.067,51.556,31.714,53.303,32.111,46.313,46.363,43.368,56.266,56.339,62.335,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.149,20.222,19.178,19.000,19.640,19.778,18.402,19.530,19.476,18.795,18.748,18.893,18.360,19.446,18.358,18.670,19.663,21.864,21.873,24.335,20.664,21.193,21.244,20.054,21.633
7/29,104.334,100.126,100.869,101.735,102.455,103.590,102.882,100.186,100.127,101.856,102.389,102.208,102.847,102.874,102.761,101.629,102.930,105.144,111.589,107.388,102.761,100.430,107.794,105.482,109.102,35.442,23.029,41.054,31.433,31.813,40.979,30.746,29.971,36.638,22.542,33.754,55.671,36.421,40.092,45.779,27.442,33.575,33.108,28.583,27.588,28.179,24.188,30.917,44.221,50.021,52.046,45.395,44.819,58.484,54.316,44.159,58.246,38.273,50.540,33.586,54.166,33.650,51.218,46.144,40.512,53.158,53.649,63.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.182,20.634,18.945,19.032,19.818,19.819,18.790,19.371,18.906,19.276,18.964,18.775,18.418,19.657,18.636,18.600,19.327,21.089,22.821,24.646,20.707,20.723,21.162,19.908,22.192
7/30,104.352,100.800,103.456,102.095,102.485,103.499,103.839,99.715,102.144,102.174,103.017,102.566,102.930,102.972,101.287,101.672,102.947,105.670,110.427,107.497,103.382,101.166,110.243,104.480,106.282,35.721,24.821,39.750,31.321,31.671,39.696,30.725,28.246,34.304,25.188,36.021,50.800,39.071,40.504,40.713,29.517,31.908,35.613,29.517,28.700,26.338,23.146,22.571,44.529,51.233,51.884,49.421,46.373,58.667,54.743,45.565,57.838,33.958,53.541,51.795,50.977,36.762,47.691,46.189,45.492,56.790,56.216,66.749,0.184,6.504,0.000,0.000,0.000,0.000,0.000,19.322,20.805,19.073,19.181,20.130,19.865,18.447,19.543,18.802,19.040,19.073,18.704,18.205,19.546,18.557,18.485,19.562,21.153,22.645,25.055,20.971,20.930,21.535,20.083,21.208
7/31,104.214,101.069,105.040,101.150,102.561,103.502,103.643,99.715,103.086,102.159,102.449,102.653,102.637,103.553,102.122,101.647,103.044,106.893,109.542,106.632,102.244,101.313,107.757,105.785,104.211,34.138,23.325,39.558,30.938,33.417,40.996,28.208,31.013,33.079,24.942,38.700,54.467,36.783,40.592,45.867,28.367,29.079,29.300,26.621,31.333,31.858,23.550,30.263,48.188,50.871,53.668,45.606,46.945,56.364,51.895,44.039,54.638,40.360,56.002,40.611,47.222,34.249,50.759,46.202,40.507,55.288,56.957,58.945,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.444,21.073,19.160,18.951,20.065,20.066,18.327,19.512,18.813,19.040,19.088,18.784,18.283,19.786,18.868,18.996,19.610,21.374,22.764,24.864,20.724,21.011,21.035,20.750,20.763
8/1,104.015,100.557,103.553,101.355,102.478,104.006,103.104,100.281,103.802,101.777,101.891,102.609,101.871,103.360,101.008,102.220,102.008,105.483,110.561,106.184,105.075,102.270,105.473,106.855,102.612,32.654,27.083,41.754,32.892,35.671,40.225,27.713,31.479,31.388,24.146,35.525,46.079,36.263,39.446,45.054,30.538,25.608,31.688,26.488,29.417,25.850,24.221,29.479,47.971,51.125,55.748,53.862,44.157,56.701,49.317,44.831,53.706,40.344,58.742,28.576,51.454,74.790,51.442,47.460,41.052,58.630,51.432,62.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.529,21.250,18.729,19.129,19.890,20.235,18.795,19.811,19.048,18.699,19.170,18.872,18.150,19.778,18.672,19.378,19.345,20.494,22.848,24.448,21.315,21.241,20.643,21.325,20.379
8/2,103.262,100.153,103.930,101.218,102.885,104.108,103.126,102.720,104.001,101.420,101.728,103.250,102.403,102.940,100.596,102.691,100.984,103.992,106.644,104.719,104.153,103.518,109.309,105.149,103.683,31.713,25.025,39.038,32.154,32.021,40.771,27.063,31.750,31.200,24.225,34.533,51.888,38.033,36.346,44.296,27.508,25.233,30.746,27.946,30.904,27.667,26.363,30.408,48.713,35.079,58.389,47.985,47.081,58.378,55.524,44.394,52.810,41.299,58.988,28.483,52.992,89.786,49.091,51.496,41.774,54.771,51.024,62.691,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.017,21.350,18.997,19.311,19.297,20.325,18.605,19.952,19.145,18.619,19.098,19.179,18.722,19.326,18.557,19.779,19.033,20.090,21.907,23.625,21.224,21.440,21.092,21.213,20.958
8/3,103.311,100.460,103.574,101.213,102.776,104.222,102.411,103.158,103.667,101.337,101.275,103.150,102.818,103.652,101.242,101.974,100.560,107.492,105.108,103.462,104.366,101.841,111.940,104.076,106.990,31.300,27.504,36.021,32.646,31.867,38.900,27.317,31.088,31.179,25.867,32.742,52.483,39.704,35.367,45.975,26.975,28.063,28.413,28.517,25.992,25.500,27.383,27.971,47.308,33.379,59.039,53.871,70.943,57.613,55.583,46.551,53.707,48.666,59.121,33.280,55.714,89.767,46.888,52.886,40.448,53.614,56.823,58.293,0.000,0.000,0.000,0.000,0.045,0.731,0.000,19.105,21.733,19.143,19.311,19.163,20.312,18.838,19.816,19.055,18.550,18.895,19.359,19.334,19.027,18.675,18.944,18.829,21.112,22.077,23.760,21.101,20.891,21.948,20.667,22.167
8/4,103.271,100.769,103.326,101.427,102.458,104.832,101.880,102.440,103.731,101.510,101.124,103.334,101.753,104.721,101.299,102.069,100.494,109.469,106.031,103.515,102.759,100.342,109.682,107.035,107.501,30.717,28.129,37.221,34.279,30.817,36.883,26.125,25.529,29.646,24.625,32.296,50.246,43.188,37.329,41.813,26.133,30.142,26.521,26.163,25.438,25.913,26.763,26.313,45.929,45.246,59.740,55.429,70.883,54.941,57.288,48.870,51.356,50.008,56.374,29.492,56.677,89.170,43.309,50.363,44.215,51.818,54.852,54.517,0.127,0.000,0.000,0.000,0.000,0.000,0.000,18.726,21.858,19.185,19.615,19.243,20.492,18.810,19.271,19.167,18.509,18.858,19.568,18.899,19.142,18.729,19.025,18.666,22.029,22.245,23.843,20.467,19.667,21.723,21.833,22.146
8/5,102.699,100.431,104.064,101.615,102.016,104.106,102.472,101.749,103.402,101.174,101.172,102.891,101.898,104.550,101.425,102.295,100.568,110.840,105.474,103.993,103.054,106.607,111.313,106.132,104.097,30.121,28.738,34.767,32.663,28.796,34.642,28.796,26.542,26.358,24.121,29.133,40.950,38.854,33.354,42.217,25.900,30.608,29.504,29.654,27.438,26.608,24.638,29.146,44.771,41.238,58.500,56.343,69.679,57.482,54.681,52.009,56.200,52.370,66.978,40.508,54.991,86.538,48.097,55.790,43.604,51.255,54.860,58.170,0.787,0.000,0.000,0.000,0.000,0.112,0.000,18.901,21.514,19.506,19.781,19.373,20.329,19.086,19.021,19.515,18.267,19.198,19.773,18.888,18.884,18.948,19.116,18.532,22.284,21.930,23.785,20.240,21.206,22.160,20.663,22.071
8/6,102.516,99.658,103.607,101.655,101.227,103.378,101.964,101.813,102.097,100.548,101.357,102.229,102.064,104.766,101.297,102.956,101.084,108.571,103.441,104.040,103.296,107.359,113.177,106.520,101.459,30.671,26.538,33.942,34.388,27.808,32.542,27.133,24.875,26.233,24.208,29.713,41.229,34.754,32.613,45.808,26.913,30.983,33.738,27.671,27.821,27.754,24.379,27.721,41.021,42.421,59.258,52.332,69.838,54.344,52.802,55.583,52.288,48.492,69.504,52.892,55.686,86.630,53.591,57.506,39.649,54.265,58.365,63.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.318,21.435,19.460,19.792,19.365,20.327,18.680,19.382,19.133,18.325,19.277,19.804,18.930,19.149,18.877,19.314,18.875,22.030,21.143,23.196,20.278,21.437,22.658,20.292,22.408
8/7,102.311,100.267,102.197,101.795,101.566,103.626,101.544,102.563,101.497,100.416,101.628,101.565,101.551,103.675,101.607,102.759,101.548,104.342,103.090,102.479,102.254,105.656,108.478,105.802,100.960,27.367,24.721,30.808,32.233,32.271,32.675,27.554,23.142,28.021,24.513,31.304,40.333,29.050,31.558,43.050,26.096,29.067,32.304,25.638,30.283,26.250,27.542,26.875,41.717,37.979,54.720,49.199,53.070,56.980,54.371,55.471,54.151,44.616,65.160,53.289,58.472,86.684,54.705,59.651,42.489,51.780,55.032,62.157,0.000,0.000,0.000,0.000,0.000,1.278,0.000,19.820,21.366,19.430,19.786,19.721,20.639,18.228,20.061,19.128,18.312,19.312,19.794,18.995,18.672,18.820,18.991,19.201,21.057,21.184,21.513,19.860,21.040,21.954,20.258,21.913
8/8,101.898,101.017,102.457,102.630,102.298,103.274,101.550,102.017,101.167,100.870,102.059,101.434,101.591,102.761,102.863,101.848,102.195,108.529,106.400,104.085,101.445,105.931,111.048,105.704,103.083,29.792,26.721,28.125,31.567,32.204,32.625,25.533,19.692,26.713,24.121,28.771,40.583,29.246,31.633,43.821,25.800,30.304,27.658,25.767,31.508,27.221,27.392,26.283,42.646,38.658,65.930,52.550,57.719,58.210,54.134,55.364,63.234,34.215,52.254,52.997,55.713,86.591,56.675,59.642,41.770,51.453,55.520,59.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.990,20.542,19.755,20.073,19.940,20.716,18.403,20.111,19.083,18.596,19.138,19.483,19.123,18.757,18.922,18.431,18.753,21.853,22.060,22.088,19.243,20.751,22.575,21.096,22.392
8/9,100.963,100.425,101.490,102.285,102.431,102.597,101.604,101.143,100.911,101.221,102.577,102.445,100.024,102.484,103.069,101.406,101.300,109.988,108.783,104.158,104.755,110.958,112.757,107.036,105.084,32.533,24.450,26.525,31.404,36.021,31.146,26.233,20.050,26.338,24.163,27.367,43.108,29.654,34.104,35.983,25.833,30.579,29.296,25.871,29.475,26.246,27.842,25.846,38.783,33.250,69.019,65.218,51.995,57.476,48.722,54.689,60.483,35.058,51.495,52.509,52.938,75.217,56.962,54.600,51.517,51.468,59.313,59.295,0.000,0.000,0.000,0.000,0.000,0.150,0.000,19.488,20.743,19.776,19.509,20.312,20.599,18.802,19.965,19.386,18.161,18.993,19.084,18.946,18.935,19.141,18.483,18.738,22.311,22.822,22.168,19.953,21.370,23.539,21.375,22.813
8/10,99.850,99.762,100.476,102.399,102.970,102.513,101.673,100.471,100.896,101.142,102.734,102.945,100.234,101.221,100.982,101.201,101.615,104.691,109.477,103.238,106.757,114.727,107.970,108.515,102.599,33.496,24.321,26.083,28.254,32.050,30.417,25.067,18.804,29.083,23.867,28.513,44.008,26.954,34.654,38.921,25.721,29.979,27.413,25.804,30.533,29.929,24.513,28.246,40.892,37.333,68.441,64.023,51.374,53.650,55.720,58.945,60.306,51.407,56.662,67.982,55.224,60.926,53.331,68.979,47.950,51.272,60.500,56.042,0.000,0.000,0.000,0.000,0.000,3.261,0.000,19.100,20.717,19.605,19.054,20.065,20.429,18.731,19.893,19.683,18.141,18.990,18.770,18.946,18.513,19.179,18.198,19.143,20.967,23.153,21.812,20.452,22.747,22.301,21.467,22.100
8/11,100.486,100.150,101.170,101.909,102.909,102.839,100.804,100.514,100.953,100.988,103.088,102.619,100.955,100.392,100.640,101.698,101.613,105.833,108.733,101.886,104.643,115.356,102.575,108.095,101.647,33.971,19.733,27.463,25.613,34.504,30.242,25.125,17.983,28.392,21.563,29.483,36.713,30.221,34.379,36.263,25.750,29.892,26.325,26.796,29.708,30.963,28.638,28.721,37.438,37.646,69.582,55.976,54.286,50.480,51.093,59.741,59.983,48.563,73.657,57.449,55.822,52.832,57.328,69.204,51.178,51.117,60.636,54.938,0.000,0.000,0.000,0.000,0.000,1.925,0.000,18.764,20.742,19.943,18.813,19.390,20.153,18.146,20.228,19.534,18.115,18.494,18.699,19.250,18.313,19.395,19.094,19.540,20.765,23.235,21.298,19.601,23.674,20.673,22.013,21.617
8/12,102.747,99.829,100.637,101.431,102.675,103.549,100.359,99.692,101.016,100.929,103.135,102.531,101.215,100.574,100.651,100.845,101.139,109.007,109.057,103.759,104.801,115.917,104.597,105.330,102.418,29.663,22.388,29.846,28.204,27.667,30.004,25.121,20.750,28.758,22.058,27.892,39.025,31.671,33.117,35.396,25.629,25.896,23.671,28.646,30.208,28.721,24.029,26.488,36.213,38.529,57.171,60.208,57.336,66.627,53.238,60.256,42.677,55.422,58.548,65.735,53.959,55.840,59.005,72.370,52.007,50.577,54.578,48.812,0.000,0.000,0.000,0.000,0.000,3.590,0.000,18.701,20.047,19.600,18.985,18.817,19.871,18.558,20.153,19.233,18.264,19.050,18.828,19.358,18.658,19.349,18.701,19.204,21.408,24.000,21.445,19.490,24.184,21.209,20.221,21.542
8/13,102.346,98.939,100.648,101.233,103.006,103.436,100.469,99.217,100.438,100.841,102.998,102.667,100.746,101.745,100.380,100.392,100.720,104.816,108.340,106.226,106.259,114.062,104.425,105.067,108.521,30.492,25.208,27.533,31.250,28.754,29.900,24.975,22.275,27.092,21.667,25.358,39.858,31.517,34.838,37.729,24.146,26.608,23.517,23.725,24.263,29.979,23.963,27.638,41.071,40.063,59.005,50.380,54.192,66.867,64.744,60.674,48.432,59.053,70.271,73.904,63.835,56.513,59.109,70.004,48.393,47.179,55.872,48.919,0.000,0.000,0.000,0.000,0.000,2.333,0.000,18.279,20.180,19.948,19.545,19.283,19.582,18.439,20.295,18.847,18.359,18.723,18.833,19.144,18.885,19.219,18.347,19.230,20.852,24.048,21.993,19.744,24.283,21.307,19.883,22.867
8/14,101.258,98.631,100.713,101.086,102.848,103.149,100.610,99.360,100.781,101.150,103.415,102.333,99.634,100.775,99.339,100.136,100.867,109.463,107.383,107.420,106.434,113.109,104.300,105.880,108.844,24.829,23.108,27.571,28.796,31.071,30.133,22.767,21.029,27.558,21.421,25.683,35.917,31.338,28.708,32.671,23.354,25.708,23.425,23.933,22.275,33.725,23.438,27.333,36.038,38.233,49.723,45.294,54.012,64.202,62.036,60.730,43.064,40.182,55.352,74.927,63.433,52.030,59.473,69.216,56.256,45.263,53.809,49.235,0.000,0.000,2.829,0.000,0.000,1.434,0.000,18.835,20.554,19.725,19.436,20.097,18.993,18.545,20.464,18.491,18.386,18.552,18.580,18.868,18.893,18.831,18.566,19.550,21.150,24.148,22.488,19.412,24.430,21.091,20.254,23.400
8/15,100.981,98.667,100.946,100.449,102.749,103.340,100.398,98.842,101.736,100.816,102.844,102.077,99.644,100.321,100.548,100.455,100.611,112.738,106.080,108.127,107.008,111.680,104.115,105.634,104.642,27.630,19.538,28.275,30.213,29.925,30.454,23.317,24.658,26.575,21.317,25.838,36.283,28.096,29.658,35.138,23.846,28.092,23.258,23.796,26.096,32.033,25.183,26.000,38.646,36.521,37.325,35.317,25.405,60.861,66.151,60.159,44.335,47.127,69.395,75.137,64.006,75.746,55.035,56.448,52.235,47.562,55.770,48.280,0.000,0.000,3.512,0.000,0.000,2.555,0.000,19.535,20.494,19.800,19.279,20.401,19.102,18.800,20.324,18.757,17.948,18.233,18.315,18.900,18.709,18.785,19.056,19.130,22.023,24.140,22.832,19.698,24.210,21.140,20.204,21.629
8/16,101.287,100.537,100.583,100.291,101.622,102.446,100.911,98.752,101.446,100.578,102.848,102.452,100.177,100.097,101.722,100.781,100.369,110.959,105.714,103.141,105.117,111.380,103.395,105.227,102.726,31.405,19.542,27.388,27.233,29.421,31.250,29.550,20.329,26.133,21.333,24.958,35.858,29.346,29.750,35.483,22.758,29.125,20.838,23.983,27.721,35.925,22.088,26.725,38.371,33.821,31.235,35.309,25.164,64.351,67.922,58.227,54.371,35.868,53.747,75.137,63.222,85.022,68.210,56.527,51.926,45.789,60.129,47.830,0.000,0.000,0.000,0.000,0.000,0.999,0.000,19.603,19.958,19.719,19.112,19.963,19.280,18.872,20.578,18.952,18.049,18.146,18.600,18.740,18.502,19.230,19.137,18.635,21.886,24.343,21.638,19.422,24.723,20.885,19.842,21.283
